Inventory of Planned Generators as of December 2019,,,,,,,,,,,,,,,,,,,,,,
Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
803,Arizona Public Service Co,58383,Hyder II Hybrid,Electric Utility,AZ,H214M,,14.0,14.0,14.0,Batteries,MWH,BA,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Yuma,33.027000,-113.348900,Map,Map,AZPS
61853,Innogy Renewables US LLC,58776,Buckeye Wind Farm,IPP Non-CHP,OH,1,,99.0,99.0,99.0,Onshore Wind Turbine,WND,WT,12,2021,(L) Regulatory approvals pending. Not under construction,Champaign,40.160700,-83.627900,Map,Map,PJM
58378,Jordan Hydroelectric LTD PTP,58827,Flannagan Hydroelectric Project,IPP Non-CHP,VA,LEFT,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Dickenson,37.233333,-82.348610,Map,Map,PJM
58378,Jordan Hydroelectric LTD PTP,58827,Flannagan Hydroelectric Project,IPP Non-CHP,VA,LEFT1,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Dickenson,37.233333,-82.348610,Map,Map,PJM
58378,Jordan Hydroelectric LTD PTP,58827,Flannagan Hydroelectric Project,IPP Non-CHP,VA,LEFT2,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Dickenson,37.233333,-82.348610,Map,Map,PJM
58378,Jordan Hydroelectric LTD PTP,58827,Flannagan Hydroelectric Project,IPP Non-CHP,VA,RGHT,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Dickenson,37.233333,-82.348610,Map,Map,PJM
58761,White Camp Solar LLC,58888,White Camp Solar,IPP Non-CHP,TX,WCAMP,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Kent,33.344167,-100.833600,Map,Map,ERCO
58783,Marseilles Land and Water Company,58903,Marseilles Lock and Dam Hydro,IPP Non-CHP,IL,UNIT1,,2.6,2.6,2.6,Conventional Hydroelectric,WAT,HY,12,2021,"(U) Under construction, less than or equal to 50 percent complete",LaSalle,41.327778,-88.701110,Map,Map,MISO
58783,Marseilles Land and Water Company,58903,Marseilles Lock and Dam Hydro,IPP Non-CHP,IL,UNIT2,,2.6,2.6,2.6,Conventional Hydroelectric,WAT,HY,12,2021,"(U) Under construction, less than or equal to 50 percent complete",LaSalle,41.327778,-88.701110,Map,Map,MISO
58783,Marseilles Land and Water Company,58903,Marseilles Lock and Dam Hydro,IPP Non-CHP,IL,UNIT3,,2.6,2.6,2.6,Conventional Hydroelectric,WAT,HY,12,2021,"(U) Under construction, less than or equal to 50 percent complete",LaSalle,41.327778,-88.701110,Map,Map,MISO
58783,Marseilles Land and Water Company,58903,Marseilles Lock and Dam Hydro,IPP Non-CHP,IL,UNIT4,,2.6,2.6,2.6,Conventional Hydroelectric,WAT,HY,12,2021,"(U) Under construction, less than or equal to 50 percent complete",LaSalle,41.327778,-88.701110,Map,Map,MISO
803,Arizona Public Service Co,59020,Gila Bend Hybrid,Electric Utility,AZ,GB36M,,36.0,36.0,36.0,Batteries,MWH,BA,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Maricopa,32.940833,-112.881400,Map,Map,AZPS
59056,"Tri Global Energy, LLC",59243,Changing Winds,IPP Non-CHP,TX,CHAN1,,288.0,288.0,288.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Castro,34.511944,-102.051900,Map,Map,ERCO
59192,"Amity Energy, LLC",59418,Amity Energy LLC,IPP Non-CHP,PA,1,,7.0,6.8,6.8,Natural Gas Internal Combustion Engine,NG,IC,12,2021,(L) Regulatory approvals pending. Not under construction,Washington,40.071389,-80.204720,Map,Map,PJM
59192,"Amity Energy, LLC",59418,Amity Energy LLC,IPP Non-CHP,PA,2,,7.0,6.8,6.8,Natural Gas Internal Combustion Engine,NG,IC,12,2021,(L) Regulatory approvals pending. Not under construction,Washington,40.071389,-80.204720,Map,Map,PJM
59192,"Amity Energy, LLC",59418,Amity Energy LLC,IPP Non-CHP,PA,3,,7.0,6.8,6.8,Natural Gas Internal Combustion Engine,NG,IC,12,2021,(L) Regulatory approvals pending. Not under construction,Washington,40.071389,-80.204720,Map,Map,PJM
56615,First Solar Project Development,59969,"Windhub Solar B, LLC",IPP Non-CHP,CA,GEN01,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2021,(L) Regulatory approvals pending. Not under construction,Kern,35.013300,-118.269800,Map,Map,CISO
60221,North Slope LLC,60420,"North Slope, LLC",IPP Non-CHP,NY,NSPV,,200.0,200.0,200.0,Onshore Wind Turbine,WND,WT,12,2021,(L) Regulatory approvals pending. Not under construction,Clinton,44.891923,-73.942490,Map,Map,NYIS
58508,Carolina Solar Energy LLC,60430,Cabaniss Solar,IPP Non-CHP,NC,PV1,,4.2,4.2,4.2,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Franklin,36.077702,-78.260020,Map,Map,CPLE
58508,Carolina Solar Energy LLC,60439,Sellers Farm Solar,IPP Non-CHP,NC,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Richmond,34.881973,-79.665350,Map,Map,CPLE
60349,"Juneau Hydropower, Inc",60588,Sweetheart Lake Hydroelectric Facility,IPP Non-CHP,AK,JHI01,,6.6,6.6,6.6,Conventional Hydroelectric,WAT,HY,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Juneau,57.944900,-133.686700,Map,Map,
60349,"Juneau Hydropower, Inc",60588,Sweetheart Lake Hydroelectric Facility,IPP Non-CHP,AK,JHI02,,6.6,6.6,6.6,Conventional Hydroelectric,WAT,HY,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Juneau,57.944900,-133.686700,Map,Map,
60349,"Juneau Hydropower, Inc",60588,Sweetheart Lake Hydroelectric Facility,IPP Non-CHP,AK,JHI03,,6.6,6.6,6.6,Conventional Hydroelectric,WAT,HY,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Juneau,57.944900,-133.686700,Map,Map,
60387,"Skylar Resources, LP",60654,Townsite Solar Project,IPP Non-CHP,NV,GEN01,,180.0,160.0,130.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Clark,35.937336,-114.884000,Map,Map,WALC
60519,"Williams Solar, LLC",60859,"Williams Solar, LLC",IPP Non-CHP,TX,PV1,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Kent,33.268906,-100.626900,Map,Map,ERCO
60523,Springfield Project Development LLC,60871,Homestead Wind LLC,IPP Non-CHP,IL,HOMES,,50.0,50.0,50.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Cass,39.905383,-89.999000,Map,Map,MISO
15399,Avangrid Renewables LLC,61045,Lund Hill,IPP Non-CHP,WA,WT1,,60.0,60.0,60.0,Onshore Wind Turbine,WND,WT,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Klickitat,45.888000,-120.355000,Map,Map,BPAT
60694,Washburn Wind Energy LLC        ,61071,Washburn Wind Farm,IPP Non-CHP,IA,WASH,,70.0,70.0,70.0,Onshore Wind Turbine,WND,WT,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Black Hawk,42.356203,-92.387790,Map,Map,MISO
61060,Cypress Creek Renewables,61098,Battle Mountain Solar Project,IPP Non-CHP,NV,BMSP,,101.0,101.0,101.0,Solar Photovoltaic,SUN,PV,12,2021,(L) Regulatory approvals pending. Not under construction,Humboldt,40.718433,-117.061400,Map,Map,NEVP
60796,91MC 8me LLC,61167,Peak Valley Solar Farm,IPP Non-CHP,CA,91MC8,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",San Bernardino,34.987952,-117.571600,Map,Map,CISO
60847,"West Fork Wind, LLC",61214,West Fork Wind,IPP Non-CHP,IN,WT1,,150.0,150.0,150.0,Onshore Wind Turbine,WND,WT,12,2021,(L) Regulatory approvals pending. Not under construction,Fayette,39.730179,-85.267720,Map,Map,PJM
60932,Wrighter Energy LLC,61302,Wrighter Energy,IPP Non-CHP,PA,GEN1,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Susquehanna,41.881056,-75.556140,Map,Map,PJM
60932,Wrighter Energy LLC,61302,Wrighter Energy,IPP Non-CHP,PA,GEN2,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Susquehanna,41.881056,-75.556140,Map,Map,PJM
60932,Wrighter Energy LLC,61302,Wrighter Energy,IPP Non-CHP,PA,GEN3,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Susquehanna,41.881056,-75.556140,Map,Map,PJM
60932,Wrighter Energy LLC,61302,Wrighter Energy,IPP Non-CHP,PA,GEN4,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Susquehanna,41.881056,-75.556140,Map,Map,PJM
60932,Wrighter Energy LLC,61302,Wrighter Energy,IPP Non-CHP,PA,GEN5,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Susquehanna,41.881056,-75.556140,Map,Map,PJM
60927,Anchor Energy LLC,61304,Anchor Energy,IPP Non-CHP,PA,GEN1,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Potter,41.841631,-78.046690,Map,Map,PJM
60927,Anchor Energy LLC,61304,Anchor Energy,IPP Non-CHP,PA,GEN2,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Potter,41.841631,-78.046690,Map,Map,PJM
60927,Anchor Energy LLC,61304,Anchor Energy,IPP Non-CHP,PA,GEN3,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Potter,41.841631,-78.046690,Map,Map,PJM
60927,Anchor Energy LLC,61304,Anchor Energy,IPP Non-CHP,PA,GEN4,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Potter,41.841631,-78.046690,Map,Map,PJM
60927,Anchor Energy LLC,61304,Anchor Energy,IPP Non-CHP,PA,GEN5,,4.4,4.2,4.2,Natural Gas Internal Combustion Engine,NG,IC,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Potter,41.841631,-78.046690,Map,Map,PJM
59380,"Enel Green Power NA, Inc.",61390,"Pomerado Energy Storage, LLC",IPP Non-CHP,CA,PMRDO,,6.0,6.0,6.0,Batteries,MWH,BA,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",San Diego,32.940000,-117.040000,Map,Map,CISO
61301,Plum Creek Wind Farm LLC,61687,Plum Creek,IPP Non-CHP,MN,PLMCK,,400.0,400.0,400.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Cottonwood,44.145040,-95.382720,Map,Map,MISO
61421,"LeGore Bridge Solar Center, LLC",61796,LeGore Bridge Solar Center,IPP Non-CHP,MD,LGBSC,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Frederick,39.572402,-77.307870,Map,Map,PJM
61477,325MK 8me LLC,61852,Eagle Shadow Mountain Solar Farm,IPP Non-CHP,NV,ESMSF,,300.0,300.0,300.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Clark,36.629761,-114.684000,Map,Map,NEVP
61783,Alabama Ledge Wind Farm LLC,62261,Alabama Ledge Wind Farm LLC,IPP Non-CHP,NY,GEN1,,79.8,79.8,79.8,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Genesee,43.074275,-78.351990,Map,Map,NYIS
61784,Rolling Upland Wind Farm LLC,62262,Rolling Upland Wind Farm  LLC,IPP Non-CHP,NY,GEN1,,60.0,60.0,60.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Madison,425.246070,-75.277440,Map,Map,NYIS
61785,EDP Renewables North America LLC,62263,Saddle Mountain East Wind Farm,IPP Non-CHP,WA,GEN1,,126.0,126.0,126.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Adams,46.789000,-119.346000,Map,Map,AVA
61900,"SR Arlington, LLC",62436,SR Arlington I,IPP Non-CHP,GA,ARLI,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Early,31.402919,-84.836810,Map,Map,SOCO
56545,Pattern Operators LP,62501,Old Jackson Solar LLC,IPP Non-CHP,TX,1,,128.0,127.5,127.5,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Van Zandt,32.474158,-95.954960,Map,Map,ERCO
56545,Pattern Operators LP,62522,Solemio LLC,IPP Non-CHP,TX,1,,80.0,79.8,79.8,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Hopkins,33.100314,-95.622050,Map,Map,ERCO
62109,"Searcy Solar, LLC",62617,Searcy Solar Hybrid,IPP Non-CHP,AR,SEABT,,10.0,10.0,10.0,Batteries,MWH,BA,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",White,35.233000,-91.690000,Map,Map,MISO
62109,"Searcy Solar, LLC",62617,Searcy Solar Hybrid,IPP Non-CHP,AR,SEARC,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",White,35.233000,-91.690000,Map,Map,MISO
62130,Foundation CA Fund X Manager LLC,62654,Foundation Dole Fresh Vegetables,IPP Non-CHP,CA,WTG1,,2.8,2.8,2.8,Onshore Wind Turbine,WND,WT,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Monterey,36.459294,-121.350100,Map,Map,CISO
62130,Foundation CA Fund X Manager LLC,62654,Foundation Dole Fresh Vegetables,IPP Non-CHP,CA,WTG2,,2.8,2.8,2.8,Onshore Wind Turbine,WND,WT,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Monterey,36.459294,-121.350100,Map,Map,CISO
62153,Hecate Energy Highland LLC,62670,Hecate Energy Highland LLC,IPP Non-CHP,OH,HIGHL,,300.0,300.0,300.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Highland,39.083514,-83.809810,Map,Map,PJM
62668,"Wheatridge Wind Energy, LLC",62745,Wheatridge Hybrid,IPP Non-CHP,OR,BTRY,,30.0,30.0,30.0,Batteries,MWH,BA,12,2021,(L) Regulatory approvals pending. Not under construction,Morrow,45.559750,-119.633800,Map,Map,BPAT
62668,"Wheatridge Wind Energy, LLC",62745,Wheatridge Hybrid,IPP Non-CHP,OR,SOLAR,,50.0,50.0,50.0,Solar Photovoltaic,SUN,PV,12,2021,(L) Regulatory approvals pending. Not under construction,Morrow,45.559750,-119.633800,Map,Map,BPAT
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,IPP Non-CHP,KY,1,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Lee,37.601982,-83.832970,Map,Map,PJM
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,IPP Non-CHP,KY,2,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Lee,37.601982,-83.832970,Map,Map,PJM
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,IPP Non-CHP,KY,3,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Lee,37.601982,-83.832970,Map,Map,PJM
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,IPP Non-CHP,KY,4,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Lee,37.601982,-83.832970,Map,Map,PJM
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,IPP Non-CHP,KY,5,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12,2021,(L) Regulatory approvals pending. Not under construction,Lee,37.601982,-83.832970,Map,Map,PJM
62679,Constellation Solar Rhode Island LLC,62771,Dry Bridge Solar (Brown University),IPP Non-CHP,RI,DBS1,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Washington,41.557420,-71.507260,Map,Map,ISNE
62679,Constellation Solar Rhode Island LLC,62771,Dry Bridge Solar (Brown University),IPP Non-CHP,RI,DBS2,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Washington,41.557420,-71.507260,Map,Map,ISNE
62679,Constellation Solar Rhode Island LLC,62771,Dry Bridge Solar (Brown University),IPP Non-CHP,RI,DBS3,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Washington,41.557420,-71.507260,Map,Map,ISNE
62679,Constellation Solar Rhode Island LLC,62771,Dry Bridge Solar (Brown University),IPP Non-CHP,RI,DBS4,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Washington,41.557420,-71.507260,Map,Map,ISNE
56215,RWE Renewables Americas LLC,62783,Blackjack Creek Wind Farm,IPP Non-CHP,TX,BLKJK,,239.6,239.6,239.6,Onshore Wind Turbine,WND,WT,12,2021,(L) Regulatory approvals pending. Not under construction,Bee,28.207800,-97.522670,Map,Map,ERCO
59613,BayWa r.e. Solar Projects LLC,62797,Bluebird Solar LLC,IPP Non-CHP,KY,BBIRD,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Harrison,38.299894,-84.383490,Map,Map,LGEE
62704,Grizzly Wind LLC,62802,Grizzly Wind LLC,IPP Non-CHP,MT,GW,,80.0,80.0,80.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Stillwater,45.814000,-109.317000,Map,Map,NWMT
62713,Buenos Aires Windpower LLC,62803,Buenos Aires Phase 1,IPP Non-CHP,TX,BAW1,,200.0,200.0,200.0,Onshore Wind Turbine,WND,WT,12,2021,(L) Regulatory approvals pending. Not under construction,Hidalgo,26.649480,-98.123840,Map,Map,ERCO
62708,Black Bear Wind LLC,62808,Black Bear Wind (MT),IPP Non-CHP,MT,BBW,,80.0,80.0,80.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Stillwater,45.806000,-109.240000,Map,Map,NWMT
62759,Geronimo Energy,62893,Prairie Wolf Solar LLC,IPP Non-CHP,IL,PWOLF,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,12,2021,(L) Regulatory approvals pending. Not under construction,Coles,39.544605,-87.971980,Map,Map,MISO
62765,"High Bridge Wind, LLC",62894,High Bridge Wind Project,IPP Non-CHP,NY,WT,,100.0,100.0,100.0,Onshore Wind Turbine,WND,WT,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Chenango,42.433831,-75.421610,Map,Map,NYIS
49893,Invenergy Services LLC,62954,Alle-Catt Wind Energy LLC,IPP Non-CHP,NY,GEN1,,340.0,340.0,340.0,Onshore Wind Turbine,WND,WT,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Allegany,42.262038,-78.201540,Map,Map,NYIS
803,Arizona Public Service Co,62964,El Sol BESS,Electric Utility,AZ,EL50M,,50.0,50.0,50.0,Batteries,MWH,BA,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Maricopa,33.568000,-112.305900,Map,Map,AZPS
803,Arizona Public Service Co,62965,Desert Star Hybrid,Electric Utility,AZ,DS10M,,10.0,10.0,10.0,Batteries,MWH,BA,12,2021,"(P) Planned for installation, but regulatory approvals not initiated",Maricopa,33.145593,-112.659100,Map,Map,AZPS
49893,Invenergy Services LLC,63026,Yum Yum Solar LLC,IPP Non-CHP,TN,GEN1,,147.0,147.0,147.0,Solar Photovoltaic,SUN,PV,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Fayette,35.252463,-89.251360,Map,Map,TVA
49893,Invenergy Services LLC,63096,Horseshoe Solar Energy,IPP Non-CHP,NY,GEN1,,180.0,180.0,180.0,Solar Photovoltaic,SUN,PV,12,2021,"(U) Under construction, less than or equal to 50 percent complete",Livingston,42.570762,-77.452960,Map,Map,NYIS
62911,Drew Solar LLC,63127,Drew Solar LLC,IPP Non-CHP,CA,DS,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2021,(L) Regulatory approvals pending. Not under construction,Imperial,32.687195,-115.665600,Map,Map,CISO
62759,Geronimo Energy,63250,Elk Creek Solar,IPP Non-CHP,MN,ELKCR,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Rock,43.703410,-96.073140,Map,Map,MISO
62983,"IP Athos, LLC",63300,Athos Solar Project,IPP Non-CHP,CA,IPAT1,,250.0,250.0,250.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Riverside,33.751283,-115.355000,Map,Map,CISO
63107,"Lansing Renewables, LLC",63337,"Lansing Renewables, LLC",IPP Non-CHP,NY,6004,,5.0,5.0,4.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Tompkins,42.592510,-76.565630,Map,Map,NYIS
63110,"Owlville Creek Solar 2, LLC",63340,"Owlville Creek Solar 2, LLC",IPP Non-CHP,NY,6609,,5.0,5.0,4.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Madison,43.078888,-75.772220,Map,Map,NYIS
63111,"Owlville Creek Solar, LLC",63341,"Owlville Creek Solar, LLC",IPP Non-CHP,NY,6608,,5.0,5.0,4.0,Solar Photovoltaic,SUN,PV,12,2021,(T) Regulatory approvals received. Not under construction,Madison,43.087480,-75.779590,Map,Map,NYIS
60473,Renovo Energy Center,60786,Renovo Energy Center,IPP Non-CHP,PA,RECNY,4343,513.0,480.0,504.0,Natural Gas Fired Combined Cycle,NG,CS,1,2022,(L) Regulatory approvals pending. Not under construction,Clinton,41.328333,-77.756670,Map,Map,PJM
60473,Renovo Energy Center,60786,Renovo Energy Center,IPP Non-CHP,PA,RECPJ,4141,513.0,480.0,504.0,Natural Gas Fired Combined Cycle,NG,CS,1,2022,(L) Regulatory approvals pending. Not under construction,Clinton,41.328333,-77.756670,Map,Map,PJM
61060,Cypress Creek Renewables,60850,"Thigpen Farms Solar, LLC",IPP Non-CHP,NC,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,1,2022,(OT) Other,Robeson,34.709198,-79.351900,Map,Map,DUK
60687,Alpine Pacific Utilities Hydro,61061,Fresno Dam Site Water Power Project,IPP Non-CHP,MT,2,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,2022,(L) Regulatory approvals pending. Not under construction,Hill,48.601000,-109.943000,Map,Map,WACM
60687,Alpine Pacific Utilities Hydro,61061,Fresno Dam Site Water Power Project,IPP Non-CHP,MT,3,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,2022,(L) Regulatory approvals pending. Not under construction,Hill,48.601000,-109.943000,Map,Map,WACM
60971,NYC ENERGY LLC,61331,NISA Electric Generation Project,IPP Non-CHP,NY,GEN1,CC1,70.5,59.7, ,Natural Gas Fired Combined Cycle,NG,CT,1,2022,(T) Regulatory approvals received. Not under construction,Kings,40.706500,-73.970200,Map,Map,NYIS
60971,NYC ENERGY LLC,61331,NISA Electric Generation Project,IPP Non-CHP,NY,STG1,CC1,22.0,20.2,15.0,Natural Gas Fired Combined Cycle,NG,CA,1,2022,(T) Regulatory approvals received. Not under construction,Kings,40.706500,-73.970200,Map,Map,NYIS
62895,Vineyard Wind LLC,63093,Vineyard Wind 1,IPP Non-CHP,MA,VW01,,800.0,800.0,800.0,Offshore Wind Turbine,WND,WS,1,2022,(L) Regulatory approvals pending. Not under construction,Dukes,41.047111,-70.487380,Map,Map,ISNE
61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,IPP Non-CHP,MI,CT1,,386.8,386.8,386.8,Natural Gas Fired Combined Cycle,NG,CT,2,2022,(T) Regulatory approvals received. Not under construction,Cass,41.862114,-86.221390,Map,Map,PJM
61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,IPP Non-CHP,MI,CT2,,386.8,386.8,386.8,Natural Gas Fired Combined Cycle,NG,CT,2,2022,(T) Regulatory approvals received. Not under construction,Cass,41.862114,-86.221390,Map,Map,PJM
61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,IPP Non-CHP,MI,ST1,,397.8,397.8,397.8,Natural Gas Fired Combined Cycle,NG,CA,2,2022,(T) Regulatory approvals received. Not under construction,Cass,41.862114,-86.221390,Map,Map,PJM
60836,"NTE Connecticut, LLC",61239,Killingly Energy Center,IPP Non-CHP,CT,KEC,,501.0,374.3,405.1,Natural Gas Fired Combined Cycle,NG,CT,2,2022,(L) Regulatory approvals pending. Not under construction,Windham,41.863732,-71.916840,Map,Map,ISNE
60836,"NTE Connecticut, LLC",61239,Killingly Energy Center,IPP Non-CHP,CT,KEC2,,312.8,257.6,266.8,Natural Gas Fired Combined Cycle,NG,CA,2,2022,(L) Regulatory approvals pending. Not under construction,Windham,41.863732,-71.916840,Map,Map,ISNE
59137,Palmer Renewable Energy,59336,Palmer Renewable Energy,IPP Non-CHP,MA,PRE,,42.0,42.0,42.0,Wood/Wood Waste Biomass,WDS,ST,3,2022,(T) Regulatory approvals received. Not under construction,Hampden,42.148889,-72.545280,Map,Map,ISNE
60167,"Concord Blue Eagar, LLC",60374,"Concord Blue Eagar, LLC",IPP Non-CHP,AZ,CB001,,0.6,0.6,0.6,Other Waste Biomass,OBG,IC,4,2022,(L) Regulatory approvals pending. Not under construction,Apache,34.114940,-109.375000,Map,Map,PNM
60167,"Concord Blue Eagar, LLC",60374,"Concord Blue Eagar, LLC",IPP Non-CHP,AZ,CB002,,0.6,0.6,0.6,Other Waste Biomass,OBG,IC,4,2022,(L) Regulatory approvals pending. Not under construction,Apache,34.114940,-109.375000,Map,Map,PNM
61596,Lincoln Land Energy Center LLC,62022,Lincoln Land Energy Center,IPP Non-CHP,IL,GEN1,,638.4,520.0,520.0,Natural Gas Fired Combined Cycle,NG,CS,4,2022,"(P) Planned for installation, but regulatory approvals not initiated",Sangamon,39.578800,-89.579840,Map,Map,MISO
